Bacterium,Pathway,Value
Clostridium botulinum B Eklund 17B (NRP),map00983,5.27
Clostridium botulinum B Eklund 17B (NRP),map01040,0.68
Clostridium botulinum B Eklund 17B (NRP),map01051,0.01
Clostridium botulinum B Eklund 17B (NRP),map01055,0.59
Clostridium botulinum B1 Okra,map00010,7.76
Clostridium botulinum B1 Okra,map00020,4.51
Clostridium botulinum B1 Okra,map00030,5.5
Clostridium botulinum B1 Okra,map00040,1.16
Clostridium botulinum B1 Okra,map00051,6.18
Clostridium botulinum B1 Okra,map00052,3.53
Clostridium botulinum B1 Okra,map00053,1.46
Clostridium botulinum B1 Okra,map00061,0.25
Clostridium botulinum B1 Okra,map00062,1.28
Clostridium botulinum B1 Okra,map00071,2.65
Clostridium botulinum B1 Okra,map00120,0.93
Clostridium botulinum B1 Okra,map00121,0.93
Clostridium botulinum B1 Okra,map00130,0.84
Clostridium botulinum B1 Okra,map00220,4.64
Clostridium botulinum B1 Okra,map00230,12.95
Clostridium botulinum B1 Okra,map00240,11.66
Clostridium botulinum B1 Okra,map00250,7.18
Clostridium botulinum B1 Okra,map00254,0.06
Clostridium botulinum B1 Okra,map00260,6.15
Clostridium botulinum B1 Okra,map00261,0.07
Clostridium botulinum B1 Okra,map00270,10.13
Clostridium botulinum B1 Okra,map00280,2.85
Clostridium botulinum B1 Okra,map00281,0.59
Clostridium botulinum B1 Okra,map00290,1.1
Clostridium botulinum B1 Okra,map00300,0.65
Clostridium botulinum B1 Okra,map00310,2.97
Clostridium botulinum B1 Okra,map00330,7.71
Clostridium botulinum B1 Okra,map00340,6.62
Clostridium botulinum B1 Okra,map00350,2.93
Clostridium botulinum B1 Okra,map00360,5.76
Clostridium botulinum B1 Okra,map00361,0.72
Clostridium botulinum B1 Okra,map00362,1.92
Clostridium botulinum B1 Okra,map00363,0.68
Clostridium botulinum B1 Okra,map00380,4.42
Clostridium botulinum B1 Okra,map00400,0.88
Clostridium botulinum B1 Okra,map00401,0.59
Clostridium botulinum B1 Okra,map00405,0.94
Clostridium botulinum B1 Okra,map00410,5.4
Clostridium botulinum B1 Okra,map00430,2.02
Clostridium botulinum B1 Okra,map00440,0.9
Clostridium botulinum B1 Okra,map00450,3.34
Clostridium botulinum B1 Okra,map00460,0.94
Clostridium botulinum B1 Okra,map00480,0.12
Clostridium botulinum B1 Okra,map00500,6.94
Clostridium botulinum B1 Okra,map00511,0.89
Clostridium botulinum B1 Okra,map00520,12.61
Clostridium botulinum B1 Okra,map00521,2.59
Clostridium botulinum B1 Okra,map00523,2.5
Clostridium botulinum B1 Okra,map00524,0.08
Clostridium botulinum B1 Okra,map00525,2.17
Clostridium botulinum B1 Okra,map00541,7.92
Clostridium botulinum B1 Okra,map00550,1.47
Clostridium botulinum B1 Okra,map00561,5.78
Clostridium botulinum B1 Okra,map00562,1.68
Clostridium botulinum B1 Okra,map00564,2.93
Clostridium botulinum B1 Okra,map00565,0.76
Clostridium botulinum B1 Okra,map00572,0.58
Clostridium botulinum B1 Okra,map00592,1.17
Clostridium botulinum B1 Okra,map00600,0.89
Clostridium botulinum B1 Okra,map00620,10.91
Clostridium botulinum B1 Okra,map00621,0.61
Clostridium botulinum B1 Okra,map00622,0.61
Clostridium botulinum B1 Okra,map00625,2.01
Clostridium botulinum B1 Okra,map00626,0.58
Clostridium botulinum B1 Okra,map00627,1.35
Clostridium botulinum B1 Okra,map00630,2.7
Clostridium botulinum B1 Okra,map00633,1.52
Clostridium botulinum B1 Okra,map00640,5.07
Clostridium botulinum B1 Okra,map00650,8.82
Clostridium botulinum B1 Okra,map00670,4.46
Clostridium botulinum B1 Okra,map00730,4.07
Clostridium botulinum B1 Okra,map00740,0.46
Clostridium botulinum B1 Okra,map00750,1.41
Clostridium botulinum B1 Okra,map00760,4.66
Clostridium botulinum B1 Okra,map00770,5.05
Clostridium botulinum B1 Okra,map00780,0.36
Clostridium botulinum B1 Okra,map00785,0.78
Clostridium botulinum B1 Okra,map00790,4.28
Clostridium botulinum B1 Okra,map00830,0.58
Clostridium botulinum B1 Okra,map00860,17.86
Clostridium botulinum B1 Okra,map00900,1.22
Clostridium botulinum B1 Okra,map00903,1.31
Clostridium botulinum B1 Okra,map00908,0.01
Clostridium botulinum B1 Okra,map00930,0.59
Clostridium botulinum B1 Okra,map00950,0.86
Clostridium botulinum B1 Okra,map00960,2.45
Clostridium botulinum B1 Okra,map00966,0.03
Clostridium botulinum B1 Okra,map00980,0.58
Clostridium botulinum B1 Okra,map00981,0.72
Clostridium botulinum B1 Okra,map00982,1.4
Clostridium botulinum B1 Okra,map00983,3.99
Clostridium botulinum B1 Okra,map01040,0.68
Clostridium botulinum B1 Okra,map01051,0.01
Clostridium botulinum B1 Okra,map01055,0.59
Clostridium botulinum BKT015925,map00010,2.59
Clostridium botulinum BKT015925,map00020,1.93
Clostridium botulinum BKT015925,map00030,3.74
Clostridium botulinum BKT015925,map00040,5.19
Clostridium botulinum BKT015925,map00051,3.16
Clostridium botulinum BKT015925,map00052,6.03
Clostridium botulinum BKT015925,map00053,3.12
Clostridium botulinum BKT015925,map00061,1.05
Clostridium botulinum BKT015925,map00062,0.59
Clostridium botulinum BKT015925,map00071,2.15
Clostridium botulinum BKT015925,map00220,1.68
Clostridium botulinum BKT015925,map00230,7.55
Clostridium botulinum BKT015925,map00240,8.15
Clostridium botulinum BKT015925,map00250,4.09
Clostridium botulinum BKT015925,map00254,0.06
Clostridium botulinum BKT015925,map00260,2.12
Clostridium botulinum BKT015925,map00261,0.07
Clostridium botulinum BKT015925,map00270,5.89
Clostridium botulinum BKT015925,map00280,2.34
Clostridium botulinum BKT015925,map00281,0.59
Clostridium botulinum BKT015925,map00290,0.03
Clostridium botulinum BKT015925,map00300,1.55
Clostridium botulinum BKT015925,map00310,2.42
Clostridium botulinum BKT015925,map00330,1.16
Clostridium botulinum BKT015925,map00332,1.1
Clostridium botulinum BKT015925,map00340,0.48
Clostridium botulinum BKT015925,map00350,0.04
Clostridium botulinum BKT015925,map00360,2.55
Clostridium botulinum BKT015925,map00362,1.92
Clostridium botulinum BKT015925,map00380,1.74
Clostridium botulinum BKT015925,map00400,0.72
Clostridium botulinum BKT015925,map00401,0.21
Clostridium botulinum BKT015925,map00410,3.05
Clostridium botulinum BKT015925,map00430,0.28
Clostridium botulinum BKT015925,map00450,0.58
Clostridium botulinum BKT015925,map00460,0.94
Clostridium botulinum BKT015925,map00480,0.86
Clostridium botulinum BKT015925,map00500,4.84
Clostridium botulinum BKT015925,map00511,0.88
Clostridium botulinum BKT015925,map00515,0.95
Clostridium botulinum BKT015925,map00520,15.56
Clostridium botulinum BKT015925,map00521,0.98
Clostridium botulinum BKT015925,map00524,0.08
Clostridium botulinum BKT015925,map00541,6.0
Clostridium botulinum BKT015925,map00550,0.82
Clostridium botulinum BKT015925,map00561,4.72
Clostridium botulinum BKT015925,map00562,7.07
Clostridium botulinum BKT015925,map00564,2.28
Clostridium botulinum BKT015925,map00565,0.76
Clostridium botulinum BKT015925,map00572,0.58
Clostridium botulinum BKT015925,map00592,0.59
Clostridium botulinum BKT015925,map00600,0.82
Clostridium botulinum BKT015925,map00603,0.82
Clostridium botulinum BKT015925,map00620,4.92
Clostridium botulinum BKT015925,map00621,0.61
Clostridium botulinum BKT015925,map00622,0.61
Clostridium botulinum BKT015925,map00627,1.35
Clostridium botulinum BKT015925,map00630,2.6
Clostridium botulinum BKT015925,map00633,0.72
Clostridium botulinum BKT015925,map00640,7.07
Clostridium botulinum BKT015925,map00643,1.79
Clostridium botulinum BKT015925,map00650,3.89
Clostridium botulinum BKT015925,map00670,2.99
Clostridium botulinum BKT015925,map00730,4.14
Clostridium botulinum BKT015925,map00740,0.46
Clostridium botulinum BKT015925,map00750,0.06
Clostridium botulinum BKT015925,map00760,2.21
Clostridium botulinum BKT015925,map00770,2.38
Clostridium botulinum BKT015925,map00780,2.65
Clostridium botulinum BKT015925,map00790,1.47
Clostridium botulinum BKT015925,map00860,16.45
Clostridium botulinum BKT015925,map00900,0.94
Clostridium botulinum BKT015925,map00903,0.59
Clostridium botulinum BKT015925,map00908,0.01
Clostridium botulinum BKT015925,map00930,0.59
Clostridium botulinum BKT015925,map00950,0.04
Clostridium botulinum BKT015925,map00960,0.04
Clostridium botulinum BKT015925,map00966,0.03
Clostridium botulinum BKT015925,map00983,3.38
Clostridium botulinum BKT015925,map01051,0.01
Clostridium botulinum Ba4,map00010,7.76
Clostridium botulinum Ba4,map00020,4.51
Clostridium botulinum Ba4,map00030,5.13
Clostridium botulinum Ba4,map00040,1.16
Clostridium botulinum Ba4,map00051,6.18
Clostridium botulinum Ba4,map00052,3.53
Clostridium botulinum Ba4,map00053,1.46
Clostridium botulinum Ba4,map00061,1.05
Clostridium botulinum Ba4,map00062,1.28
Clostridium botulinum Ba4,map00071,3.45
Clostridium botulinum Ba4,map00130,0.84
Clostridium botulinum Ba4,map00220,4.64
Clostridium botulinum Ba4,map00230,12.95
Clostridium botulinum Ba4,map00240,10.89
Clostridium botulinum Ba4,map00250,7.82
Clostridium botulinum Ba4,map00254,0.06
Clostridium botulinum Ba4,map00260,6.15
Clostridium botulinum Ba4,map00261,0.07
Clostridium botulinum Ba4,map00270,9.07
Clostridium botulinum Ba4,map00280,2.85
Clostridium botulinum Ba4,map00281,0.59
Clostridium botulinum Ba4,map00290,1.1
Clostridium botulinum Ba4,map00300,0.65
Clostridium botulinum Ba4,map00310,2.97
Clostridium botulinum Ba4,map00330,8.61
Clostridium botulinum Ba4,map00340,6.01
Clostridium botulinum Ba4,map00350,2.93
Clostridium botulinum Ba4,map00360,6.58
Clostridium botulinum Ba4,map00361,0.72
Clostridium botulinum Ba4,map00362,1.92
Clostridium botulinum Ba4,map00363,0.68
Clostridium botulinum Ba4,map00380,3.97
Clostridium botulinum Ba4,map00400,0.88
Clostridium botulinum Ba4,map00401,0.59
Clostridium botulinum Ba4,map00405,0.94
Clostridium botulinum Ba4,map00410,4.62
Clostridium botulinum Ba4,map00430,2.02
Clostridium botulinum Ba4,map00440,0.9
Clostridium botulinum Ba4,map00450,2.69
Clostridium botulinum Ba4,map00460,0.94
Clostridium botulinum Ba4,map00480,0.12
Clostridium botulinum Ba4,map00500,6.94
Clostridium botulinum Ba4,map00511,0.89
Clostridium botulinum Ba4,map00520,9.5
Clostridium botulinum Ba4,map00521,1.26
Clostridium botulinum Ba4,map00523,1.17
Clostridium botulinum Ba4,map00524,0.08
Clostridium botulinum Ba4,map00525,1.17
Clostridium botulinum Ba4,map00541,6.06
Clostridium botulinum Ba4,map00550,1.47
Clostridium botulinum Ba4,map00561,6.03
Clostridium botulinum Ba4,map00562,1.68
Clostridium botulinum Ba4,map00564,3.17
Clostridium botulinum Ba4,map00565,0.76
Clostridium botulinum Ba4,map00572,0.58
Clostridium botulinum Ba4,map00592,1.17
Clostridium botulinum Ba4,map00600,0.89
Clostridium botulinum Ba4,map00620,10.91
Clostridium botulinum Ba4,map00621,0.61
Clostridium botulinum Ba4,map00622,0.61
Clostridium botulinum Ba4,map00625,2.01
Clostridium botulinum Ba4,map00626,0.58
Clostridium botulinum Ba4,map00627,1.35
Clostridium botulinum Ba4,map00630,2.24
Clostridium botulinum Ba4,map00633,0.72
Clostridium botulinum Ba4,map00640,5.07
Clostridium botulinum Ba4,map00650,7.94
Clostridium botulinum Ba4,map00670,4.46
Clostridium botulinum Ba4,map00730,4.07
Clostridium botulinum Ba4,map00740,0.46
Clostridium botulinum Ba4,map00750,0.71
Clostridium botulinum Ba4,map00760,4.66
Clostridium botulinum Ba4,map00770,4.27
Clostridium botulinum Ba4,map00780,0.36
Clostridium botulinum Ba4,map00785,0.78
Clostridium botulinum Ba4,map00790,4.28
Clostridium botulinum Ba4,map00830,0.58
Clostridium botulinum Ba4,map00860,18.04
Clostridium botulinum Ba4,map00900,1.22
Clostridium botulinum Ba4,map00903,1.31
Clostridium botulinum Ba4,map00908,0.01
Clostridium botulinum Ba4,map00930,0.59
Clostridium botulinum Ba4,map00950,0.86
Clostridium botulinum Ba4,map00960,2.45
Clostridium botulinum Ba4,map00966,0.03
Clostridium botulinum Ba4,map00980,0.58
Clostridium botulinum Ba4,map00981,0.72
Clostridium botulinum Ba4,map00982,1.4
Clostridium botulinum Ba4,map00983,3.22
Clostridium botulinum Ba4,map01040,0.68
Clostridium botulinum Ba4,map01051,0.01
Clostridium botulinum Ba4,map01055,0.59
Clostridium botulinum E3,map00010,7.59
Clostridium botulinum E3,map00020,1.88
Clostridium botulinum E3,map00030,3.97
Clostridium botulinum E3,map00040,5.24
Clostridium botulinum E3,map00051,7.29
Clostridium botulinum E3,map00052,5.41
Clostridium botulinum E3,map00053,3.03
Clostridium botulinum E3,map00061,0.25
Clostridium botulinum E3,map00062,1.28
Clostridium botulinum E3,map00071,2.65
Clostridium botulinum E3,map00130,0.84
Clostridium botulinum E3,map00220,5.54
Clostridium botulinum E3,map00230,14.64
Clostridium botulinum E3,map00240,11.69
Clostridium botulinum E3,map00250,4.36
Clostridium botulinum E3,map00254,0.06
Clostridium botulinum E3,map00260,3.19
Clostridium botulinum E3,map00261,0.07
Clostridium botulinum E3,map00270,6.01
Clostridium botulinum E3,map00280,3.51
Clostridium botulinum E3,map00281,0.59
Clostridium botulinum E3,map00290,4.45
Clostridium botulinum E3,map00300,3.14
Clostridium botulinum E3,map00310,3.35
Clostridium botulinum E3,map00311,1.59
Clostridium botulinum E3,map00330,4.82
Clostridium botulinum E3,map00332,1.1
Clostridium botulinum E3,map00340,5.8
Clostridium botulinum E3,map00350,1.17
Clostridium botulinum E3,map00360,3.34
Clostridium botulinum E3,map00362,1.92
Clostridium botulinum E3,map00363,0.68
Clostridium botulinum E3,map00380,3.19
Clostridium botulinum E3,map00400,2.06
Clostridium botulinum E3,map00401,0.76
Clostridium botulinum E3,map00410,3.77
Clostridium botulinum E3,map00430,0.28
Clostridium botulinum E3,map00450,2.01
Clostridium botulinum E3,map00460,0.94
Clostridium botulinum E3,map00480,2.26
Clostridium botulinum E3,map00500,14.11
Clostridium botulinum E3,map00511,0.79
Clostridium botulinum E3,map00513,0.79
Clostridium botulinum E3,map00515,0.95
Clostridium botulinum E3,map00520,12.53
Clostridium botulinum E3,map00521,3.48
Clostridium botulinum E3,map00523,2.5
Clostridium botulinum E3,map00524,0.08
Clostridium botulinum E3,map00525,1.17
Clostridium botulinum E3,map00531,0.79
Clostridium botulinum E3,map00541,7.32
Clostridium botulinum E3,map00550,0.82
Clostridium botulinum E3,map00561,8.53
Clostridium botulinum E3,map00562,5.34
Clostridium botulinum E3,map00564,3.01
Clostridium botulinum E3,map00590,0.8
Clostridium botulinum E3,map00592,1.17
Clostridium botulinum E3,map00603,0.79
Clostridium botulinum E3,map00604,0.79
Clostridium botulinum E3,map00620,12.12
Clostridium botulinum E3,map00621,0.61
Clostridium botulinum E3,map00622,1.47
Clostridium botulinum E3,map00625,1.3
Clostridium botulinum E3,map00626,0.58
Clostridium botulinum E3,map00627,2.07
Clostridium botulinum E3,map00630,2.67
Clostridium botulinum E3,map00633,0.82
Clostridium botulinum E3,map00640,9.3
Clostridium botulinum E3,map00643,0.8
Clostridium botulinum E3,map00650,7.42
Clostridium botulinum E3,map00660,1.86
Clostridium botulinum E3,map00670,4.05
Clostridium botulinum E3,map00730,3.72
Clostridium botulinum E3,map00740,0.46
Clostridium botulinum E3,map00750,0.71
Clostridium botulinum E3,map00760,3.31
Clostridium botulinum E3,map00770,5.11
Clostridium botulinum E3,map00780,0.36
Clostridium botulinum E3,map00785,0.78
Clostridium botulinum E3,map00790,2.58
Clostridium botulinum E3,map00830,0.58
Clostridium botulinum E3,map00860,16.26
Clostridium botulinum E3,map00900,1.22
Clostridium botulinum E3,map00903,1.31
Clostridium botulinum E3,map00906,3.88
Clostridium botulinum E3,map00908,0.01
Clostridium botulinum E3,map00930,0.59
Clostridium botulinum E3,map00940,0.98
Clostridium botulinum E3,map00950,0.04
Clostridium botulinum E3,map00960,0.59
Clostridium botulinum E3,map00966,0.03
Clostridium botulinum E3,map00980,0.58
Clostridium botulinum E3,map00981,0.72
Clostridium botulinum E3,map00982,0.58
Clostridium botulinum E3,map00983,5.27
Clostridium botulinum E3,map01040,0.68
Clostridium botulinum E3,map01051,0.01
Clostridium botulinum E3,map01055,0.59
Clostridium botulinum F 230613,map00010,8.6
Clostridium botulinum F 230613,map00020,3.72
Clostridium botulinum F 230613,map00030,5.5
Clostridium botulinum F 230613,map00040,1.16
Clostridium botulinum F 230613,map00051,6.18
Clostridium botulinum F 230613,map00052,3.53
Clostridium botulinum F 230613,map00053,1.46
Clostridium botulinum F 230613,map00061,0.25
Clostridium botulinum F 230613,map00062,1.28
Clostridium botulinum F 230613,map00071,2.65
Clostridium botulinum F 230613,map00120,0.93
Clostridium botulinum F 230613,map00121,0.93
Clostridium botulinum F 230613,map00220,4.64
Clostridium botulinum F 230613,map00230,12.11
Clostridium botulinum F 230613,map00240,11.54
Clostridium botulinum F 230613,map00250,6.37
Clostridium botulinum F 230613,map00254,0.06
Clostridium botulinum F 230613,map00260,6.99
Clostridium botulinum F 230613,map00261,0.07
Clostridium botulinum F 230613,map00270,8.49
Clostridium botulinum F 230613,map00280,2.85
Clostridium botulinum F 230613,map00281,0.59
Clostridium botulinum F 230613,map00290,1.1
Clostridium botulinum F 230613,map00300,0.65
Clostridium botulinum F 230613,map00310,2.97
Clostridium botulinum F 230613,map00330,7.71
Clostridium botulinum F 230613,map00340,6.62
Clostridium botulinum F 230613,map00350,2.93
Clostridium botulinum F 230613,map00360,5.76
Clostridium botulinum F 230613,map00361,0.72
Clostridium botulinum F 230613,map00362,1.92
Clostridium botulinum F 230613,map00363,0.68
Clostridium botulinum F 230613,map00380,3.97
Clostridium botulinum F 230613,map00400,0.88
Clostridium botulinum F 230613,map00401,0.59
Clostridium botulinum F 230613,map00405,0.94
Clostridium botulinum F 230613,map00410,5.4
Clostridium botulinum F 230613,map00430,2.02
Clostridium botulinum F 230613,map00440,0.9
Clostridium botulinum F 230613,map00450,1.87
Clostridium botulinum F 230613,map00460,0.94
Clostridium botulinum F 230613,map00500,6.94
Clostridium botulinum F 230613,map00511,0.89
Clostridium botulinum F 230613,map00520,10.78
Clostridium botulinum F 230613,map00521,1.26
Clostridium botulinum F 230613,map00523,1.17
Clostridium botulinum F 230613,map00524,0.08
Clostridium botulinum F 230613,map00525,1.17
Clostridium botulinum F 230613,map00541,6.59
Clostridium botulinum F 230613,map00550,1.43
Clostridium botulinum F 230613,map00561,5.78
Clostridium botulinum F 230613,map00562,1.68
Clostridium botulinum F 230613,map00564,2.93
Clostridium botulinum F 230613,map00565,0.76
Clostridium botulinum F 230613,map00572,0.58
Clostridium botulinum F 230613,map00592,1.17
Clostridium botulinum F 230613,map00600,0.89
Clostridium botulinum F 230613,map00620,10.91
Clostridium botulinum F 230613,map00621,0.61
Clostridium botulinum F 230613,map00622,0.61
Clostridium botulinum F 230613,map00625,2.01
Clostridium botulinum F 230613,map00626,0.58
Clostridium botulinum F 230613,map00627,1.35
Clostridium botulinum F 230613,map00630,2.24
Clostridium botulinum F 230613,map00633,1.52
Clostridium botulinum F 230613,map00640,5.07
Clostridium botulinum F 230613,map00650,8.82
Clostridium botulinum F 230613,map00670,4.46
Clostridium botulinum F 230613,map00730,4.07
Clostridium botulinum F 230613,map00740,0.46
Clostridium botulinum F 230613,map00750,1.41
Clostridium botulinum F 230613,map00760,4.61
Clostridium botulinum F 230613,map00770,4.83
Clostridium botulinum F 230613,map00780,0.36
Clostridium botulinum F 230613,map00785,0.78
Clostridium botulinum F 230613,map00790,4.03
Clostridium botulinum F 230613,map00830,0.58
Clostridium botulinum F 230613,map00860,15.5
Clostridium botulinum F 230613,map00900,0.94
Clostridium botulinum F 230613,map00903,1.31
Clostridium botulinum F 230613,map00908,0.01
Clostridium botulinum F 230613,map00930,0.59
Clostridium botulinum F 230613,map00950,0.86
Clostridium botulinum F 230613,map00960,2.45
Clostridium botulinum F 230613,map00966,0.03
Clostridium botulinum F 230613,map00980,0.58
Clostridium botulinum F 230613,map00981,0.72
Clostridium botulinum F 230613,map00982,1.4
Clostridium botulinum F 230613,map00983,3.87
Clostridium botulinum F 230613,map01040,0.68
Clostridium botulinum F 230613,map01051,0.01
Clostridium botulinum F 230613,map01055,0.59
Clostridium botulinum F Langeland,map00010,8.6
Clostridium botulinum F Langeland,map00020,4.51
Clostridium botulinum F Langeland,map00030,5.5
Clostridium botulinum F Langeland,map00040,1.16
Clostridium botulinum F Langeland,map00051,6.18
Clostridium botulinum F Langeland,map00052,3.53
Clostridium botulinum F Langeland,map00053,1.46
Clostridium botulinum F Langeland,map00061,0.25
Clostridium botulinum F Langeland,map00062,1.28
Clostridium botulinum F Langeland,map00071,2.65
Clostridium botulinum F Langeland,map00120,0.93
Clostridium botulinum F Langeland,map00121,0.93
Clostridium botulinum F Langeland,map00220,4.64
Clostridium botulinum F Langeland,map00230,12.95
Clostridium botulinum F Langeland,map00240,11.66
Clostridium botulinum F Langeland,map00250,7.18
Clostridium botulinum F Langeland,map00254,0.06
Clostridium botulinum F Langeland,map00260,6.99
Clostridium botulinum F Langeland,map00261,0.07
Clostridium botulinum F Langeland,map00270,9.3
Clostridium botulinum F Langeland,map00280,2.85
Clostridium botulinum F Langeland,map00281,0.59
Clostridium botulinum F Langeland,map00290,1.1
Clostridium botulinum F Langeland,map00300,0.65
Clostridium botulinum F Langeland,map00310,2.97
Clostridium botulinum F Langeland,map00330,7.71
Clostridium botulinum F Langeland,map00340,5.41
Clostridium botulinum F Langeland,map00350,2.93
Clostridium botulinum F Langeland,map00360,5.76
Clostridium botulinum F Langeland,map00361,0.72
Clostridium botulinum F Langeland,map00362,1.92
Clostridium botulinum F Langeland,map00363,0.68
Clostridium botulinum F Langeland,map00380,3.97
Clostridium botulinum F Langeland,map00400,0.88
Clostridium botulinum F Langeland,map00401,0.59
Clostridium botulinum F Langeland,map00405,0.94
Clostridium botulinum F Langeland,map00410,5.4
Clostridium botulinum F Langeland,map00430,2.02
Clostridium botulinum F Langeland,map00440,0.9
Clostridium botulinum F Langeland,map00450,2.69
Clostridium botulinum F Langeland,map00460,0.94
Clostridium botulinum F Langeland,map00480,0.12
Clostridium botulinum F Langeland,map00500,6.94
Clostridium botulinum F Langeland,map00511,0.89
Clostridium botulinum F Langeland,map00520,10.03
Clostridium botulinum F Langeland,map00521,1.26
Clostridium botulinum F Langeland,map00523,1.17
Clostridium botulinum F Langeland,map00524,0.08
Clostridium botulinum F Langeland,map00525,1.17
Clostridium botulinum F Langeland,map00541,6.59
Clostridium botulinum F Langeland,map00550,1.47
Clostridium botulinum F Langeland,map00561,5.78
Clostridium botulinum F Langeland,map00562,1.68
Clostridium botulinum F Langeland,map00564,2.93
Clostridium botulinum F Langeland,map00565,0.76
Clostridium botulinum F Langeland,map00572,0.58
Clostridium botulinum F Langeland,map00592,1.17
Clostridium botulinum F Langeland,map00600,0.89
Clostridium botulinum F Langeland,map00620,10.91
Clostridium botulinum F Langeland,map00621,0.61
Clostridium botulinum F Langeland,map00622,0.61
Clostridium botulinum F Langeland,map00625,2.01
Clostridium botulinum F Langeland,map00626,0.58
Clostridium botulinum F Langeland,map00627,1.35
Clostridium botulinum F Langeland,map00630,2.24
Clostridium botulinum F Langeland,map00633,1.52
Clostridium botulinum F Langeland,map00640,5.07
Clostridium botulinum F Langeland,map00650,8.82
Clostridium botulinum F Langeland,map00670,4.46
Clostridium botulinum F Langeland,map00730,4.07
Clostridium botulinum F Langeland,map00740,0.46
Clostridium botulinum F Langeland,map00750,1.41
Clostridium botulinum F Langeland,map00760,4.66
Clostridium botulinum F Langeland,map00770,5.05
Clostridium botulinum F Langeland,map00780,0.36
Clostridium botulinum F Langeland,map00785,0.78
Clostridium botulinum F Langeland,map00790,4.28
Clostridium botulinum F Langeland,map00830,0.58
Clostridium botulinum F Langeland,map00860,17.86
Clostridium botulinum F Langeland,map00900,1.22
Clostridium botulinum F Langeland,map00903,1.31
Clostridium botulinum F Langeland,map00908,0.01
Clostridium botulinum F Langeland,map00930,0.59
Clostridium botulinum F Langeland,map00950,0.86
Clostridium botulinum F Langeland,map00960,2.45
Clostridium botulinum F Langeland,map00966,0.03
Clostridium botulinum F Langeland,map00980,0.58
Clostridium botulinum F Langeland,map00981,0.72
Clostridium botulinum F Langeland,map00982,1.4
Clostridium botulinum F Langeland,map00983,3.99
Clostridium botulinum F Langeland,map01040,0.68
Clostridium botulinum F Langeland,map01051,0.01
Clostridium botulinum F Langeland,map01055,0.59
Clostridium botulinum H04402 065,map00010,7.76
Clostridium botulinum H04402 065,map00020,4.51
Clostridium botulinum H04402 065,map00030,5.13
Clostridium botulinum H04402 065,map00040,1.16
Clostridium botulinum H04402 065,map00051,7.01
Clostridium botulinum H04402 065,map00052,3.53
Clostridium botulinum H04402 065,map00053,1.46
Clostridium botulinum H04402 065,map00061,0.25
Clostridium botulinum H04402 065,map00062,1.28
Clostridium botulinum H04402 065,map00071,2.65
Clostridium botulinum H04402 065,map00120,0.93
Clostridium botulinum H04402 065,map00121,0.93
Clostridium botulinum H04402 065,map00130,0.84
Clostridium botulinum H04402 065,map00220,4.64
Clostridium botulinum H04402 065,map00230,12.95
Clostridium botulinum H04402 065,map00240,11.62
Clostridium botulinum H04402 065,map00250,7.14
Clostridium botulinum H04402 065,map00254,0.06
Clostridium botulinum H04402 065,map00260,6.15
Clostridium botulinum H04402 065,map00261,0.07
Clostridium botulinum H04402 065,map00270,9.07
Clostridium botulinum H04402 065,map00280,2.85
Clostridium botulinum H04402 065,map00281,0.59
Clostridium botulinum H04402 065,map00290,1.1
Clostridium botulinum H04402 065,map00300,0.65
Clostridium botulinum H04402 065,map00310,2.97
Clostridium botulinum H04402 065,map00311,0.73
Clostridium botulinum H04402 065,map00330,7.71
Clostridium botulinum H04402 065,map00340,6.62
Clostridium botulinum H04402 065,map00350,2.93
Clostridium botulinum H04402 065,map00360,5.76
Clostridium botulinum H04402 065,map00361,0.72
Clostridium botulinum H04402 065,map00362,1.92
Clostridium botulinum H04402 065,map00363,0.68
Clostridium botulinum H04402 065,map00380,3.97
Clostridium botulinum H04402 065,map00400,0.88
Clostridium botulinum H04402 065,map00401,0.59
Clostridium botulinum H04402 065,map00405,0.94
Clostridium botulinum H04402 065,map00410,5.4
Clostridium botulinum H04402 065,map00430,2.02
Clostridium botulinum H04402 065,map00440,2.74
Clostridium botulinum H04402 065,map00450,3.34
Clostridium botulinum H04402 065,map00460,0.94
Clostridium botulinum H04402 065,map00480,0.12
Clostridium botulinum H04402 065,map00500,6.18
Clostridium botulinum H04402 065,map00511,0.89
Clostridium botulinum H04402 065,map00520,10.27
Clostridium botulinum H04402 065,map00521,1.96
Clostridium botulinum H04402 065,map00523,1.87
Clostridium botulinum H04402 065,map00524,0.08
Clostridium botulinum H04402 065,map00525,1.17
Clostridium botulinum H04402 065,map00541,7.53
Clostridium botulinum H04402 065,map00550,1.47
Clostridium botulinum H04402 065,map00561,5.78
Clostridium botulinum H04402 065,map00562,1.68
Clostridium botulinum H04402 065,map00564,2.93
Clostridium botulinum H04402 065,map00565,0.76
Clostridium botulinum H04402 065,map00572,0.58
Clostridium botulinum H04402 065,map00592,1.17
Clostridium botulinum H04402 065,map00600,0.89
Clostridium botulinum H04402 065,map00620,10.91
Clostridium botulinum H04402 065,map00621,0.61
Clostridium botulinum H04402 065,map00622,0.61
Clostridium botulinum H04402 065,map00625,2.01
Clostridium botulinum H04402 065,map00626,0.58
Clostridium botulinum H04402 065,map00627,1.35
Clostridium botulinum H04402 065,map00630,3.22
Clostridium botulinum H04402 065,map00633,1.52
Clostridium botulinum H04402 065,map00640,5.07
Clostridium botulinum H04402 065,map00650,7.94
