Bacterium,Pathway,Value
Bifidobacterium breve ACS-071-V-Sch8b,map00900,0.79
Bifidobacterium breve ACS-071-V-Sch8b,map00903,0.48
Bifidobacterium breve ACS-071-V-Sch8b,map00908,0.01
Bifidobacterium breve ACS-071-V-Sch8b,map00940,0.38
Bifidobacterium breve ACS-071-V-Sch8b,map00950,0.06
Bifidobacterium breve ACS-071-V-Sch8b,map00960,0.18
Bifidobacterium breve ACS-071-V-Sch8b,map00966,0.03
Bifidobacterium breve ACS-071-V-Sch8b,map00980,0.11
Bifidobacterium breve ACS-071-V-Sch8b,map00981,0.48
Bifidobacterium breve ACS-071-V-Sch8b,map00982,0.11
Bifidobacterium breve ACS-071-V-Sch8b,map00983,0.77
Bifidobacterium breve ACS-071-V-Sch8b,map01051,0.01
Bifidobacterium breve ACS-071-V-Sch8b,map01055,0.13
Bifidobacterium breve DSM 20213 = JCM 1192,map00010,3.4
Bifidobacterium breve DSM 20213 = JCM 1192,map00020,2.58
Bifidobacterium breve DSM 20213 = JCM 1192,map00030,4.5
Bifidobacterium breve DSM 20213 = JCM 1192,map00040,2.15
Bifidobacterium breve DSM 20213 = JCM 1192,map00051,1.65
Bifidobacterium breve DSM 20213 = JCM 1192,map00052,3.38
Bifidobacterium breve DSM 20213 = JCM 1192,map00053,1.1
Bifidobacterium breve DSM 20213 = JCM 1192,map00061,0.68
Bifidobacterium breve DSM 20213 = JCM 1192,map00071,0.93
Bifidobacterium breve DSM 20213 = JCM 1192,map00120,0.6
Bifidobacterium breve DSM 20213 = JCM 1192,map00121,0.6
Bifidobacterium breve DSM 20213 = JCM 1192,map00130,1.35
Bifidobacterium breve DSM 20213 = JCM 1192,map00220,2.01
Bifidobacterium breve DSM 20213 = JCM 1192,map00230,4.33
Bifidobacterium breve DSM 20213 = JCM 1192,map00240,3.1
Bifidobacterium breve DSM 20213 = JCM 1192,map00250,1.9
Bifidobacterium breve DSM 20213 = JCM 1192,map00254,0.11
Bifidobacterium breve DSM 20213 = JCM 1192,map00260,3.5
Bifidobacterium breve DSM 20213 = JCM 1192,map00261,0.13
Bifidobacterium breve DSM 20213 = JCM 1192,map00270,3.24
Bifidobacterium breve DSM 20213 = JCM 1192,map00280,1.44
Bifidobacterium breve DSM 20213 = JCM 1192,map00290,1.96
Bifidobacterium breve DSM 20213 = JCM 1192,map00300,1.38
Bifidobacterium breve DSM 20213 = JCM 1192,map00310,0.81
Bifidobacterium breve DSM 20213 = JCM 1192,map00311,1.51
Bifidobacterium breve DSM 20213 = JCM 1192,map00330,2.24
Bifidobacterium breve DSM 20213 = JCM 1192,map00332,0.22
Bifidobacterium breve DSM 20213 = JCM 1192,map00340,1.57
Bifidobacterium breve DSM 20213 = JCM 1192,map00350,0.28
Bifidobacterium breve DSM 20213 = JCM 1192,map00360,0.7
Bifidobacterium breve DSM 20213 = JCM 1192,map00361,0.39
Bifidobacterium breve DSM 20213 = JCM 1192,map00362,1.04
Bifidobacterium breve DSM 20213 = JCM 1192,map00380,0.81
Bifidobacterium breve DSM 20213 = JCM 1192,map00400,1.82
Bifidobacterium breve DSM 20213 = JCM 1192,map00401,0.35
Bifidobacterium breve DSM 20213 = JCM 1192,map00405,0.26
Bifidobacterium breve DSM 20213 = JCM 1192,map00410,0.48
Bifidobacterium breve DSM 20213 = JCM 1192,map00430,0.05
Bifidobacterium breve DSM 20213 = JCM 1192,map00450,1.28
Bifidobacterium breve DSM 20213 = JCM 1192,map00460,0.38
Bifidobacterium breve DSM 20213 = JCM 1192,map00480,2.54
Bifidobacterium breve DSM 20213 = JCM 1192,map00500,7.43
Bifidobacterium breve DSM 20213 = JCM 1192,map00511,2.96
Bifidobacterium breve DSM 20213 = JCM 1192,map00513,0.42
Bifidobacterium breve DSM 20213 = JCM 1192,map00520,4.87
Bifidobacterium breve DSM 20213 = JCM 1192,map00521,1.72
Bifidobacterium breve DSM 20213 = JCM 1192,map00523,0.94
Bifidobacterium breve DSM 20213 = JCM 1192,map00524,0.22
Bifidobacterium breve DSM 20213 = JCM 1192,map00525,0.34
Bifidobacterium breve DSM 20213 = JCM 1192,map00531,0.72
Bifidobacterium breve DSM 20213 = JCM 1192,map00541,1.45
Bifidobacterium breve DSM 20213 = JCM 1192,map00550,0.6
Bifidobacterium breve DSM 20213 = JCM 1192,map00561,2.56
Bifidobacterium breve DSM 20213 = JCM 1192,map00562,0.55
Bifidobacterium breve DSM 20213 = JCM 1192,map00564,1.08
Bifidobacterium breve DSM 20213 = JCM 1192,map00572,0.81
Bifidobacterium breve DSM 20213 = JCM 1192,map00592,0.11
Bifidobacterium breve DSM 20213 = JCM 1192,map00600,1.49
Bifidobacterium breve DSM 20213 = JCM 1192,map00603,0.74
Bifidobacterium breve DSM 20213 = JCM 1192,map00604,0.72
Bifidobacterium breve DSM 20213 = JCM 1192,map00620,3.41
Bifidobacterium breve DSM 20213 = JCM 1192,map00621,0.12
Bifidobacterium breve DSM 20213 = JCM 1192,map00622,0.12
Bifidobacterium breve DSM 20213 = JCM 1192,map00625,0.98
Bifidobacterium breve DSM 20213 = JCM 1192,map00626,0.11
Bifidobacterium breve DSM 20213 = JCM 1192,map00627,0.55
Bifidobacterium breve DSM 20213 = JCM 1192,map00630,2.09
Bifidobacterium breve DSM 20213 = JCM 1192,map00640,2.42
Bifidobacterium breve DSM 20213 = JCM 1192,map00650,2.5
Bifidobacterium breve DSM 20213 = JCM 1192,map00660,1.99
Bifidobacterium breve DSM 20213 = JCM 1192,map00670,0.72
Bifidobacterium breve DSM 20213 = JCM 1192,map00730,1.57
Bifidobacterium breve DSM 20213 = JCM 1192,map00740,0.72
Bifidobacterium breve DSM 20213 = JCM 1192,map00750,1.53
Bifidobacterium breve DSM 20213 = JCM 1192,map00760,2.84
Bifidobacterium breve DSM 20213 = JCM 1192,map00770,1.3
Bifidobacterium breve DSM 20213 = JCM 1192,map00780,0.28
Bifidobacterium breve DSM 20213 = JCM 1192,map00785,0.38
Bifidobacterium breve DSM 20213 = JCM 1192,map00790,1.69
Bifidobacterium breve DSM 20213 = JCM 1192,map00830,0.11
Bifidobacterium breve DSM 20213 = JCM 1192,map00860,0.2
Bifidobacterium breve DSM 20213 = JCM 1192,map00900,0.79
Bifidobacterium breve DSM 20213 = JCM 1192,map00903,0.48
Bifidobacterium breve DSM 20213 = JCM 1192,map00908,0.01
Bifidobacterium breve DSM 20213 = JCM 1192,map00940,0.38
Bifidobacterium breve DSM 20213 = JCM 1192,map00950,0.06
Bifidobacterium breve DSM 20213 = JCM 1192,map00960,0.18
Bifidobacterium breve DSM 20213 = JCM 1192,map00966,0.03
Bifidobacterium breve DSM 20213 = JCM 1192,map00980,0.11
Bifidobacterium breve DSM 20213 = JCM 1192,map00981,0.48
Bifidobacterium breve DSM 20213 = JCM 1192,map00982,0.11
Bifidobacterium breve DSM 20213 = JCM 1192,map00983,0.77
Bifidobacterium breve DSM 20213 = JCM 1192,map01051,0.01
Bifidobacterium breve DSM 20213 = JCM 1192,map01055,0.13
Bifidobacterium breve JCM 7017,map00010,3.4
Bifidobacterium breve JCM 7017,map00020,2.58
Bifidobacterium breve JCM 7017,map00030,4.5
Bifidobacterium breve JCM 7017,map00040,2.15
Bifidobacterium breve JCM 7017,map00051,1.65
Bifidobacterium breve JCM 7017,map00052,3.38
Bifidobacterium breve JCM 7017,map00053,1.1
Bifidobacterium breve JCM 7017,map00061,0.68
Bifidobacterium breve JCM 7017,map00071,0.93
Bifidobacterium breve JCM 7017,map00120,0.6
Bifidobacterium breve JCM 7017,map00121,0.6
Bifidobacterium breve JCM 7017,map00130,0.45
Bifidobacterium breve JCM 7017,map00220,2.01
Bifidobacterium breve JCM 7017,map00230,4.33
Bifidobacterium breve JCM 7017,map00240,2.38
Bifidobacterium breve JCM 7017,map00250,1.9
Bifidobacterium breve JCM 7017,map00254,0.11
Bifidobacterium breve JCM 7017,map00260,3.5
Bifidobacterium breve JCM 7017,map00261,0.13
Bifidobacterium breve JCM 7017,map00270,3.24
Bifidobacterium breve JCM 7017,map00280,1.44
Bifidobacterium breve JCM 7017,map00290,1.96
Bifidobacterium breve JCM 7017,map00300,1.38
Bifidobacterium breve JCM 7017,map00310,0.81
Bifidobacterium breve JCM 7017,map00311,0.57
Bifidobacterium breve JCM 7017,map00330,0.79
Bifidobacterium breve JCM 7017,map00332,0.22
Bifidobacterium breve JCM 7017,map00340,1.57
Bifidobacterium breve JCM 7017,map00350,0.28
Bifidobacterium breve JCM 7017,map00360,0.3
Bifidobacterium breve JCM 7017,map00361,0.39
Bifidobacterium breve JCM 7017,map00362,0.12
Bifidobacterium breve JCM 7017,map00380,0.81
Bifidobacterium breve JCM 7017,map00400,1.82
Bifidobacterium breve JCM 7017,map00401,0.35
Bifidobacterium breve JCM 7017,map00405,0.26
Bifidobacterium breve JCM 7017,map00410,0.48
Bifidobacterium breve JCM 7017,map00430,0.05
Bifidobacterium breve JCM 7017,map00450,1.28
Bifidobacterium breve JCM 7017,map00460,0.38
Bifidobacterium breve JCM 7017,map00480,2.54
Bifidobacterium breve JCM 7017,map00500,8.28
Bifidobacterium breve JCM 7017,map00511,2.54
Bifidobacterium breve JCM 7017,map00520,5.18
Bifidobacterium breve JCM 7017,map00521,1.72
Bifidobacterium breve JCM 7017,map00523,0.94
Bifidobacterium breve JCM 7017,map00524,0.22
Bifidobacterium breve JCM 7017,map00525,0.34
Bifidobacterium breve JCM 7017,map00531,0.3
Bifidobacterium breve JCM 7017,map00541,1.45
Bifidobacterium breve JCM 7017,map00550,0.6
Bifidobacterium breve JCM 7017,map00561,2.56
Bifidobacterium breve JCM 7017,map00562,0.55
Bifidobacterium breve JCM 7017,map00564,1.08
Bifidobacterium breve JCM 7017,map00572,0.81
Bifidobacterium breve JCM 7017,map00592,0.11
Bifidobacterium breve JCM 7017,map00600,1.49
Bifidobacterium breve JCM 7017,map00603,0.33
Bifidobacterium breve JCM 7017,map00604,0.3
Bifidobacterium breve JCM 7017,map00620,3.41
Bifidobacterium breve JCM 7017,map00621,0.12
Bifidobacterium breve JCM 7017,map00622,0.12
Bifidobacterium breve JCM 7017,map00625,0.98
Bifidobacterium breve JCM 7017,map00626,0.11
Bifidobacterium breve JCM 7017,map00627,0.55
Bifidobacterium breve JCM 7017,map00630,2.09
Bifidobacterium breve JCM 7017,map00640,2.42
Bifidobacterium breve JCM 7017,map00650,2.09
Bifidobacterium breve JCM 7017,map00660,1.99
Bifidobacterium breve JCM 7017,map00670,0.63
Bifidobacterium breve JCM 7017,map00730,1.57
Bifidobacterium breve JCM 7017,map00740,0.72
Bifidobacterium breve JCM 7017,map00750,1.53
Bifidobacterium breve JCM 7017,map00760,2.84
Bifidobacterium breve JCM 7017,map00770,1.3
Bifidobacterium breve JCM 7017,map00780,0.28
Bifidobacterium breve JCM 7017,map00785,0.38
Bifidobacterium breve JCM 7017,map00790,1.69
Bifidobacterium breve JCM 7017,map00830,0.11
Bifidobacterium breve JCM 7017,map00860,0.2
Bifidobacterium breve JCM 7017,map00900,0.79
Bifidobacterium breve JCM 7017,map00903,0.48
Bifidobacterium breve JCM 7017,map00908,0.01
Bifidobacterium breve JCM 7017,map00940,0.38
Bifidobacterium breve JCM 7017,map00950,0.06
Bifidobacterium breve JCM 7017,map00960,0.18
Bifidobacterium breve JCM 7017,map00966,0.03
Bifidobacterium breve JCM 7017,map00980,0.11
Bifidobacterium breve JCM 7017,map00981,0.48
Bifidobacterium breve JCM 7017,map00982,0.11
Bifidobacterium breve JCM 7017,map00983,0.77
Bifidobacterium breve JCM 7017,map01051,0.01
Bifidobacterium breve JCM 7017,map01055,0.13
Bifidobacterium breve JCM 7019,map00010,3.4
Bifidobacterium breve JCM 7019,map00020,2.58
Bifidobacterium breve JCM 7019,map00030,4.5
Bifidobacterium breve JCM 7019,map00040,2.15
Bifidobacterium breve JCM 7019,map00051,1.65
Bifidobacterium breve JCM 7019,map00052,3.38
Bifidobacterium breve JCM 7019,map00053,1.1
Bifidobacterium breve JCM 7019,map00061,0.68
Bifidobacterium breve JCM 7019,map00071,0.93
Bifidobacterium breve JCM 7019,map00120,0.6
Bifidobacterium breve JCM 7019,map00121,0.6
Bifidobacterium breve JCM 7019,map00130,0.45
Bifidobacterium breve JCM 7019,map00220,2.01
Bifidobacterium breve JCM 7019,map00230,4.33
Bifidobacterium breve JCM 7019,map00240,3.1
Bifidobacterium breve JCM 7019,map00250,2.63
Bifidobacterium breve JCM 7019,map00254,0.11
Bifidobacterium breve JCM 7019,map00260,3.5
Bifidobacterium breve JCM 7019,map00261,0.13
Bifidobacterium breve JCM 7019,map00270,3.24
Bifidobacterium breve JCM 7019,map00280,1.44
Bifidobacterium breve JCM 7019,map00290,1.96
Bifidobacterium breve JCM 7019,map00300,1.38
Bifidobacterium breve JCM 7019,map00310,0.81
Bifidobacterium breve JCM 7019,map00311,1.51
Bifidobacterium breve JCM 7019,map00330,2.24
Bifidobacterium breve JCM 7019,map00332,0.22
Bifidobacterium breve JCM 7019,map00340,1.57
Bifidobacterium breve JCM 7019,map00350,0.28
Bifidobacterium breve JCM 7019,map00360,0.3
Bifidobacterium breve JCM 7019,map00361,0.39
Bifidobacterium breve JCM 7019,map00362,0.12
Bifidobacterium breve JCM 7019,map00380,0.81
Bifidobacterium breve JCM 7019,map00400,1.82
Bifidobacterium breve JCM 7019,map00401,0.35
Bifidobacterium breve JCM 7019,map00405,0.26
Bifidobacterium breve JCM 7019,map00410,0.48
Bifidobacterium breve JCM 7019,map00430,0.05
Bifidobacterium breve JCM 7019,map00450,1.28
Bifidobacterium breve JCM 7019,map00460,0.38
Bifidobacterium breve JCM 7019,map00480,2.54
Bifidobacterium breve JCM 7019,map00500,8.31
Bifidobacterium breve JCM 7019,map00511,4.06
Bifidobacterium breve JCM 7019,map00520,5.18
Bifidobacterium breve JCM 7019,map00521,1.72
Bifidobacterium breve JCM 7019,map00523,0.94
Bifidobacterium breve JCM 7019,map00524,0.22
Bifidobacterium breve JCM 7019,map00525,0.34
Bifidobacterium breve JCM 7019,map00531,0.3
Bifidobacterium breve JCM 7019,map00541,1.45
Bifidobacterium breve JCM 7019,map00550,0.6
Bifidobacterium breve JCM 7019,map00561,2.56
Bifidobacterium breve JCM 7019,map00562,0.55
Bifidobacterium breve JCM 7019,map00564,0.62
Bifidobacterium breve JCM 7019,map00572,0.81
Bifidobacterium breve JCM 7019,map00592,0.11
Bifidobacterium breve JCM 7019,map00600,2.13
Bifidobacterium breve JCM 7019,map00603,0.33
Bifidobacterium breve JCM 7019,map00604,0.3
Bifidobacterium breve JCM 7019,map00620,3.41
Bifidobacterium breve JCM 7019,map00621,0.12
Bifidobacterium breve JCM 7019,map00622,0.12
Bifidobacterium breve JCM 7019,map00625,0.98
Bifidobacterium breve JCM 7019,map00626,0.11
Bifidobacterium breve JCM 7019,map00627,0.55
Bifidobacterium breve JCM 7019,map00630,2.09
Bifidobacterium breve JCM 7019,map00640,2.42
Bifidobacterium breve JCM 7019,map00650,2.09
Bifidobacterium breve JCM 7019,map00660,1.99
Bifidobacterium breve JCM 7019,map00670,0.72
Bifidobacterium breve JCM 7019,map00730,1.57
Bifidobacterium breve JCM 7019,map00740,0.72
Bifidobacterium breve JCM 7019,map00750,1.53
Bifidobacterium breve JCM 7019,map00760,2.84
Bifidobacterium breve JCM 7019,map00770,1.3
Bifidobacterium breve JCM 7019,map00780,0.28
Bifidobacterium breve JCM 7019,map00785,0.38
Bifidobacterium breve JCM 7019,map00790,1.69
Bifidobacterium breve JCM 7019,map00830,0.11
Bifidobacterium breve JCM 7019,map00860,0.2
Bifidobacterium breve JCM 7019,map00900,0.79
Bifidobacterium breve JCM 7019,map00903,0.48
Bifidobacterium breve JCM 7019,map00908,0.01
Bifidobacterium breve JCM 7019,map00940,0.38
Bifidobacterium breve JCM 7019,map00950,0.06
Bifidobacterium breve JCM 7019,map00960,0.18
Bifidobacterium breve JCM 7019,map00966,0.03
Bifidobacterium breve JCM 7019,map00980,0.11
Bifidobacterium breve JCM 7019,map00981,0.48
Bifidobacterium breve JCM 7019,map00982,0.11
Bifidobacterium breve JCM 7019,map00983,0.77
Bifidobacterium breve JCM 7019,map01051,0.01
Bifidobacterium breve JCM 7019,map01055,0.13
Bifidobacterium breve NCFB 2258,map00010,3.4
Bifidobacterium breve NCFB 2258,map00020,2.58
Bifidobacterium breve NCFB 2258,map00030,3.66
Bifidobacterium breve NCFB 2258,map00040,0.97
Bifidobacterium breve NCFB 2258,map00051,1.65
Bifidobacterium breve NCFB 2258,map00052,3.38
Bifidobacterium breve NCFB 2258,map00053,1.1
Bifidobacterium breve NCFB 2258,map00061,0.68
Bifidobacterium breve NCFB 2258,map00071,0.93
Bifidobacterium breve NCFB 2258,map00120,0.6
Bifidobacterium breve NCFB 2258,map00121,0.6
Bifidobacterium breve NCFB 2258,map00130,0.45
Bifidobacterium breve NCFB 2258,map00220,2.01
Bifidobacterium breve NCFB 2258,map00230,4.33
Bifidobacterium breve NCFB 2258,map00240,3.1
Bifidobacterium breve NCFB 2258,map00250,2.38
Bifidobacterium breve NCFB 2258,map00254,0.11
Bifidobacterium breve NCFB 2258,map00260,3.5
Bifidobacterium breve NCFB 2258,map00261,0.13
Bifidobacterium breve NCFB 2258,map00270,3.57
Bifidobacterium breve NCFB 2258,map00280,1.44
Bifidobacterium breve NCFB 2258,map00290,1.96
Bifidobacterium breve NCFB 2258,map00300,1.38
Bifidobacterium breve NCFB 2258,map00310,0.81
Bifidobacterium breve NCFB 2258,map00311,1.51
Bifidobacterium breve NCFB 2258,map00330,2.24
Bifidobacterium breve NCFB 2258,map00332,0.22
Bifidobacterium breve NCFB 2258,map00340,1.57
Bifidobacterium breve NCFB 2258,map00350,0.28
Bifidobacterium breve NCFB 2258,map00360,0.3
Bifidobacterium breve NCFB 2258,map00361,0.39
Bifidobacterium breve NCFB 2258,map00362,0.12
Bifidobacterium breve NCFB 2258,map00380,0.81
Bifidobacterium breve NCFB 2258,map00400,1.82
Bifidobacterium breve NCFB 2258,map00401,0.35
Bifidobacterium breve NCFB 2258,map00405,0.26
Bifidobacterium breve NCFB 2258,map00410,0.48
Bifidobacterium breve NCFB 2258,map00430,0.05
Bifidobacterium breve NCFB 2258,map00450,1.28
Bifidobacterium breve NCFB 2258,map00460,0.38
Bifidobacterium breve NCFB 2258,map00480,2.54
Bifidobacterium breve NCFB 2258,map00500,9.14
Bifidobacterium breve NCFB 2258,map00511,2.96
Bifidobacterium breve NCFB 2258,map00513,0.42
Bifidobacterium breve NCFB 2258,map00520,5.6
Bifidobacterium breve NCFB 2258,map00521,1.72
Bifidobacterium breve NCFB 2258,map00523,0.94
Bifidobacterium breve NCFB 2258,map00524,0.22
Bifidobacterium breve NCFB 2258,map00525,0.34
Bifidobacterium breve NCFB 2258,map00531,0.72
Bifidobacterium breve NCFB 2258,map00541,1.45
Bifidobacterium breve NCFB 2258,map00550,0.6
Bifidobacterium breve NCFB 2258,map00561,2.56
Bifidobacterium breve NCFB 2258,map00562,0.55
Bifidobacterium breve NCFB 2258,map00564,1.08
Bifidobacterium breve NCFB 2258,map00572,0.81
Bifidobacterium breve NCFB 2258,map00592,0.11
Bifidobacterium breve NCFB 2258,map00600,1.49
Bifidobacterium breve NCFB 2258,map00603,0.74
Bifidobacterium breve NCFB 2258,map00604,0.72
Bifidobacterium breve NCFB 2258,map00620,3.1
Bifidobacterium breve NCFB 2258,map00621,0.12
Bifidobacterium breve NCFB 2258,map00622,0.12
Bifidobacterium breve NCFB 2258,map00625,0.98
Bifidobacterium breve NCFB 2258,map00626,0.11
Bifidobacterium breve NCFB 2258,map00627,0.55
Bifidobacterium breve NCFB 2258,map00630,2.09
Bifidobacterium breve NCFB 2258,map00640,2.42
Bifidobacterium breve NCFB 2258,map00650,2.09
Bifidobacterium breve NCFB 2258,map00660,1.99
Bifidobacterium breve NCFB 2258,map00670,0.72
Bifidobacterium breve NCFB 2258,map00730,1.57
Bifidobacterium breve NCFB 2258,map00740,0.72
Bifidobacterium breve NCFB 2258,map00750,1.53
Bifidobacterium breve NCFB 2258,map00760,2.84
Bifidobacterium breve NCFB 2258,map00770,1.3
Bifidobacterium breve NCFB 2258,map00780,0.28
Bifidobacterium breve NCFB 2258,map00785,0.38
Bifidobacterium breve NCFB 2258,map00790,1.69
Bifidobacterium breve NCFB 2258,map00830,0.11
Bifidobacterium breve NCFB 2258,map00860,0.2
Bifidobacterium breve NCFB 2258,map00900,0.79
Bifidobacterium breve NCFB 2258,map00903,0.48
Bifidobacterium breve NCFB 2258,map00908,0.01
Bifidobacterium breve NCFB 2258,map00940,0.38
Bifidobacterium breve NCFB 2258,map00950,0.06
Bifidobacterium breve NCFB 2258,map00960,0.18
Bifidobacterium breve NCFB 2258,map00966,0.03
Bifidobacterium breve NCFB 2258,map00980,0.11
Bifidobacterium breve NCFB 2258,map00981,0.48
Bifidobacterium breve NCFB 2258,map00982,0.11
Bifidobacterium breve NCFB 2258,map00983,0.77
Bifidobacterium breve NCFB 2258,map01051,0.01
Bifidobacterium breve NCFB 2258,map01055,0.13
Bifidobacterium breve S27,map00010,3.4
Bifidobacterium breve S27,map00020,2.58
Bifidobacterium breve S27,map00030,4.5
Bifidobacterium breve S27,map00040,2.15
Bifidobacterium breve S27,map00051,1.65
Bifidobacterium breve S27,map00052,3.38
Bifidobacterium breve S27,map00053,1.1
Bifidobacterium breve S27,map00061,0.68
Bifidobacterium breve S27,map00071,0.93
Bifidobacterium breve S27,map00120,0.6
Bifidobacterium breve S27,map00121,0.6
Bifidobacterium breve S27,map00130,0.45
Bifidobacterium breve S27,map00220,2.01
Bifidobacterium breve S27,map00230,4.33
Bifidobacterium breve S27,map00240,3.13
Bifidobacterium breve S27,map00250,1.9
Bifidobacterium breve S27,map00254,0.11
Bifidobacterium breve S27,map00260,3.5
Bifidobacterium breve S27,map00261,0.13
Bifidobacterium breve S27,map00270,3.57
Bifidobacterium breve S27,map00280,1.44
Bifidobacterium breve S27,map00290,1.96
Bifidobacterium breve S27,map00300,1.38
Bifidobacterium breve S27,map00310,0.81
Bifidobacterium breve S27,map00311,0.57
Bifidobacterium breve S27,map00330,0.79
Bifidobacterium breve S27,map00332,0.22
Bifidobacterium breve S27,map00340,1.57
Bifidobacterium breve S27,map00350,0.28
Bifidobacterium breve S27,map00360,0.3
Bifidobacterium breve S27,map00361,0.39
Bifidobacterium breve S27,map00362,0.12
Bifidobacterium breve S27,map00380,0.81
Bifidobacterium breve S27,map00400,1.82
Bifidobacterium breve S27,map00401,0.35
Bifidobacterium breve S27,map00405,0.26
Bifidobacterium breve S27,map00410,1.24
Bifidobacterium breve S27,map00430,0.05
Bifidobacterium breve S27,map00450,1.28
Bifidobacterium breve S27,map00460,0.38
Bifidobacterium breve S27,map00480,2.54
Bifidobacterium breve S27,map00500,8.48
Bifidobacterium breve S27,map00511,2.54
Bifidobacterium breve S27,map00520,5.18
Bifidobacterium breve S27,map00521,1.72
Bifidobacterium breve S27,map00523,0.94
Bifidobacterium breve S27,map00524,0.22
Bifidobacterium breve S27,map00525,0.34
Bifidobacterium breve S27,map00531,0.3
Bifidobacterium breve S27,map00541,1.45
Bifidobacterium breve S27,map00550,0.6
Bifidobacterium breve S27,map00561,2.56
Bifidobacterium breve S27,map00562,0.55
Bifidobacterium breve S27,map00564,1.08
Bifidobacterium breve S27,map00572,0.81
Bifidobacterium breve S27,map00592,0.11
Bifidobacterium breve S27,map00600,1.49
Bifidobacterium breve S27,map00603,0.33
Bifidobacterium breve S27,map00604,0.3
Bifidobacterium breve S27,map00620,3.41
Bifidobacterium breve S27,map00621,0.12
Bifidobacterium breve S27,map00622,0.12
Bifidobacterium breve S27,map00625,0.98
Bifidobacterium breve S27,map00626,0.11
Bifidobacterium breve S27,map00627,0.55
Bifidobacterium breve S27,map00630,2.09
Bifidobacterium breve S27,map00640,2.42
Bifidobacterium breve S27,map00650,2.09
Bifidobacterium breve S27,map00660,1.99
Bifidobacterium breve S27,map00670,0.63
Bifidobacterium breve S27,map00730,1.57
Bifidobacterium breve S27,map00740,0.72
Bifidobacterium breve S27,map00750,1.53
Bifidobacterium breve S27,map00760,2.79
Bifidobacterium breve S27,map00770,2.06
Bifidobacterium breve S27,map00780,0.28
Bifidobacterium breve S27,map00785,0.38
Bifidobacterium breve S27,map00790,1.69
Bifidobacterium breve S27,map00830,0.11
Bifidobacterium breve S27,map00860,0.2
Bifidobacterium breve S27,map00900,0.79
Bifidobacterium breve S27,map00903,0.48
Bifidobacterium breve S27,map00908,0.01
Bifidobacterium breve S27,map00940,0.38
Bifidobacterium breve S27,map00950,0.06
Bifidobacterium breve S27,map00960,0.18
Bifidobacterium breve S27,map00966,0.03
Bifidobacterium breve S27,map00980,0.11
Bifidobacterium breve S27,map00981,0.48
Bifidobacterium breve S27,map00982,0.11
Bifidobacterium breve S27,map00983,1.53
Bifidobacterium breve S27,map01051,0.01
Bifidobacterium breve S27,map01055,0.13
Bifidobacterium breve UCC2003,map00010,3.4
Bifidobacterium breve UCC2003,map00020,2.58
Bifidobacterium breve UCC2003,map00030,3.66
Bifidobacterium breve UCC2003,map00040,0.97
Bifidobacterium breve UCC2003,map00051,1.65
Bifidobacterium breve UCC2003,map00052,3.38
Bifidobacterium breve UCC2003,map00053,1.1
Bifidobacterium breve UCC2003,map00061,0.68
Bifidobacterium breve UCC2003,map00071,0.93
Bifidobacterium breve UCC2003,map00120,0.6
Bifidobacterium breve UCC2003,map00121,0.6
Bifidobacterium breve UCC2003,map00130,0.45
Bifidobacterium breve UCC2003,map00220,2.01
Bifidobacterium breve UCC2003,map00230,4.33
Bifidobacterium breve UCC2003,map00240,3.1
Bifidobacterium breve UCC2003,map00250,1.9
Bifidobacterium breve UCC2003,map00254,0.11
Bifidobacterium breve UCC2003,map00260,3.5
Bifidobacterium breve UCC2003,map00261,0.13
Bifidobacterium breve UCC2003,map00270,3.57
Bifidobacterium breve UCC2003,map00280,1.44
Bifidobacterium breve UCC2003,map00290,1.96
Bifidobacterium breve UCC2003,map00300,1.38
Bifidobacterium breve UCC2003,map00310,0.81
Bifidobacterium breve UCC2003,map00311,0.57
Bifidobacterium breve UCC2003,map00330,2.24
Bifidobacterium breve UCC2003,map00332,0.22
Bifidobacterium breve UCC2003,map00340,1.57
Bifidobacterium breve UCC2003,map00350,0.28
Bifidobacterium breve UCC2003,map00360,0.3
Bifidobacterium breve UCC2003,map00361,0.39
Bifidobacterium breve UCC2003,map00362,0.12
Bifidobacterium breve UCC2003,map00380,0.81
Bifidobacterium breve UCC2003,map00400,1.82
Bifidobacterium breve UCC2003,map00401,0.35
Bifidobacterium breve UCC2003,map00405,0.26
Bifidobacterium breve UCC2003,map00410,0.48
Bifidobacterium breve UCC2003,map00430,0.05
Bifidobacterium breve UCC2003,map00450,1.28
Bifidobacterium breve UCC2003,map00460,0.38
Bifidobacterium breve UCC2003,map00480,2.54
Bifidobacterium breve UCC2003,map00500,8.48
Bifidobacterium breve UCC2003,map00511,3.18
Bifidobacterium breve UCC2003,map00520,5.18
Bifidobacterium breve UCC2003,map00521,1.72
Bifidobacterium breve UCC2003,map00523,0.94
Bifidobacterium breve UCC2003,map00524,0.22
Bifidobacterium breve UCC2003,map00525,0.34
Bifidobacterium breve UCC2003,map00531,0.3
Bifidobacterium breve UCC2003,map00541,1.45
Bifidobacterium breve UCC2003,map00550,0.6
Bifidobacterium breve UCC2003,map00561,2.56
Bifidobacterium breve UCC2003,map00562,0.55
Bifidobacterium breve UCC2003,map00564,0.62
Bifidobacterium breve UCC2003,map00572,0.81
Bifidobacterium breve UCC2003,map00592,0.11
Bifidobacterium breve UCC2003,map00600,2.13
Bifidobacterium breve UCC2003,map00603,0.33
Bifidobacterium breve UCC2003,map00604,0.3
